sequence,drummer,session,id,style,midi_filename,audio_filename,bpm,split,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15
640,drummer5,drummer5/session1,drummer5/session1/9,latin/dominican-merengue,drummer5/session1/9_latin-dominican-merengue_130_beat_4-4.mid,drummer5/session1/9_latin-dominican-merengue_130_beat_4-4.wav,130,train,1.4891413,1.4493978,2.34998,1.7020025,1.9951266,1.8312359,2.6932824,1.6565422,1.8747165,2.3959851,2.0769236,1.9943502,1.5198926,1.0,1.9309478,2.42538
641,drummer5,drummer5/session2,drummer5/session2/1,latin/venezuelan-sangueo,drummer5/session2/1_latin-venezuelan-sangueo_101_beat_4-4.mid,drummer5/session2/1_latin-venezuelan-sangueo_101_beat_4-4.wav,101,train,2.5720868,2.8054113,2.5192447,2.7281268,1.0,1.8786806,2.6175745,2.6564322,2.766633,2.7968512,2.7135499,2.886312,1.7816689,1.9864714,2.6963387,2.5566745
642,drummer5,drummer5/session2,drummer5/session2/10,neworleans/funk,drummer5/session2/10_neworleans-funk_102_beat_4-4.mid,drummer5/session2/10_neworleans-funk_102_beat_4-4.wav,102,train,3.168822,3.729709,1.0,2.060868,2.8501766,3.0638635,2.1417942,3.3139389,2.4533896,3.3100352,1.6077926,1.4979079,2.353757,3.2648418,2.4262338,2.7811868
643,drummer5,drummer5/session2,drummer5/session2/11,soul,drummer5/session2/11_soul_96_beat_4-4.mid,drummer5/session2/11_soul_96_beat_4-4.wav,96,train,1.0,2.2153745,3.5926957,4.861976,4.6272006,5.0100584,4.9734783,5.2033243,1.3321266,2.6143804,3.762415,4.36448,2.8538578,4.198432,4.168236,4.9423256
644,drummer5,drummer5/session2,drummer5/session2/12,rock,drummer5/session2/12_rock_105_beat_4-4.mid,drummer5/session2/12_rock_105_beat_4-4.wav,105,train,1.0,2.0104969,2.928237,4.090292,3.4130719,4.4401503,2.9677093,3.8021274,1.1353362,1.4547534,2.4254644,3.3535,2.481486,3.4159257,3.824072,4.325036
645,drummer5,drummer5/session2,drummer5/session2/13,rock,drummer5/session2/13_rock_140_beat_4-4.mid,drummer5/session2/13_rock_140_beat_4-4.wav,140,train,3.4054444,2.0665379,2.6254625,2.9998584,2.594137,2.4166887,2.4630172,2.4044557,3.234613,2.8415651,2.5296028,2.1505816,1.182278,1.0,1.4173187,1.9243025
646,drummer5,drummer5/session2,drummer5/session2/14,rock,drummer5/session2/14_rock_140_beat_4-4.mid,drummer5/session2/14_rock_140_beat_4-4.wav,140,train,3.3760903,4.4937925,4.0713325,3.7527838,3.6577244,1.7919203,1.0,1.7716606,2.5093849,2.9489725,3.3496277,3.2651408,4.2509146,3.324312,3.2714982,4.047254
647,drummer5,drummer5/session2,drummer5/session2/15,latin/venezuelan-joropo,drummer5/session2/15_latin-venezuelan-joropo_80_beat_4-4.mid,drummer5/session2/15_latin-venezuelan-joropo_80_beat_4-4.wav,80,validation,1.0523237,1.3697773,1.1551114,1.368737,1.0,1.2272776,1.03733,1.3513932,1.0138153,1.265908,1.0401862,1.3121431,1.0463588,1.321758,1.0473766,1.2099892
648,drummer5,drummer5/session2,drummer5/session2/16,latin/ando,drummer5/session2/16_latin-ando_125_beat_3-4.mid,drummer5/session2/16_latin-ando_125_beat_3-4.wav,125,train,1.0838605,1.8132174,1.941436,3.1623607,2.5740626,1.5007915,2.9569952,1.0,2.0173264,2.1312478,2.9908278,3.707194,1.7991177,1.5131266,1.5111665,2.3839638
649,drummer5,drummer5/session2,drummer5/session2/17,latin/brazilian-samba,drummer5/session2/17_latin-brazilian-samba_110_beat_4-4.mid,drummer5/session2/17_latin-brazilian-samba_110_beat_4-4.wav,110,validation,1.0604347,1.2208844,1.2319915,1.232167,1.1191353,1.1022692,1.227057,1.2320857,1.0052279,1.1951207,1.230931,1.2321243,1.0,1.0654042,1.0593411,1.0495847
650,drummer5,drummer5/session2,drummer5/session2/18,latin/brazilian-samba,drummer5/session2/18_latin-brazilian-samba_93_beat_4-4.mid,drummer5/session2/18_latin-brazilian-samba_93_beat_4-4.wav,93,train,3.818165,3.6541915,3.8915572,3.892983,3.4610252,3.69931,3.8900034,3.892925,3.470421,1.6207292,2.4111118,1.6754411,2.5761094,1.4208257,1.9377218,1.0
651,drummer5,drummer5/session2,drummer5/session2/19,latin/brazilian-ijexa,drummer5/session2/19_latin-brazilian-ijexa_108_beat_4-4.mid,drummer5/session2/19_latin-brazilian-ijexa_108_beat_4-4.wav,108,train,1.2267721,1.2805232,1.0270057,1.2481447,1.0,1.063445,1.11159,1.1473055,1.0499649,1.0619938,1.0457664,1.1048895,1.1698153,1.1635666,1.220563,1.190568
652,drummer5,drummer5/session2,drummer5/session2/2,latin/brazilian,drummer5/session2/2_latin-brazilian_101_beat_4-4.mid,drummer5/session2/2_latin-brazilian_101_beat_4-4.wav,101,train,1.0,1.9270614,2.889065,2.2706108,3.3476145,2.412202,3.5598426,1.3634266,1.4596467,2.2864094,2.860267,2.5284595,2.6404603,3.206894,2.684741,1.1815801
653,drummer5,drummer5/session2,drummer5/session2/20,latin/brazilian-ijexa,drummer5/session2/20_latin-brazilian-ijexa_108_beat_4-4.mid,drummer5/session2/20_latin-brazilian-ijexa_108_beat_4-4.wav,108,train,2.848975,3.5052888,3.2503903,2.1458263,2.49262,3.0099645,2.999601,3.958527,1.0212388,2.0881743,2.7554522,1.7912743,2.2551515,3.0991356,3.466081,1.0
654,drummer5,drummer5/session2,drummer5/session2/21,latin/brazilian-ijexa,drummer5/session2/21_latin-brazilian-ijexa_108_beat_4-4.mid,drummer5/session2/21_latin-brazilian-ijexa_108_beat_4-4.wav,108,train,2.112496,2.6928053,3.491045,4.451486,1.2469902,2.6436381,3.8807518,4.808008,2.3998272,2.941876,4.0158563,3.7921062,4.437496,1.0,2.2424846,3.2019978
655,drummer5,drummer5/session2,drummer5/session2/22,latin/brazilian-frevo,drummer5/session2/22_latin-brazilian-frevo_133_beat_4-4.mid,drummer5/session2/22_latin-brazilian-frevo_133_beat_4-4.wav,133,validation,2.1437314,1.5918478,3.4847808,1.0,3.1371686,4.292238,1.9221253,2.4512906,4.1039567,3.164777,2.1109602,3.9661052,5.807712,5.192531,1.5089972,3.559511
656,drummer5,drummer5/session2,drummer5/session2/23,latin/brazilian-songo,drummer5/session2/23_latin-brazilian-songo_120_beat_4-4.mid,drummer5/session2/23_latin-brazilian-songo_120_beat_4-4.wav,120,train,2.1069942,2.8475318,1.0,2.1374812,2.8851898,3.3145666,4.2371664,4.9653535,1.3374169,1.8077008,2.8229513,4.002411,4.421479,4.1616206,4.863438,4.9557886
657,drummer5,drummer5/session2,drummer5/session2/24,latin/brazilian-songo,drummer5/session2/24_latin-brazilian-songo_120_beat_4-4.mid,drummer5/session2/24_latin-brazilian-songo_120_beat_4-4.wav,120,train,4.373813,3.1886508,2.4276853,4.2503433,5.168017,1.3606954,2.1241848,3.8680353,4.627187,1.9217116,1.0,1.892415,3.3961847,5.208047,5.604435,3.1824074
658,drummer5,drummer5/session2,drummer5/session2/3,latin/brazilian,drummer5/session2/3_latin-brazilian_101_beat_4-4.mid,drummer5/session2/3_latin-brazilian_101_beat_4-4.wav,101,train,4.985748,4.985748,4.985748,4.985748,4.985748,4.985748,4.985748,4.985748,1.3939075,1.333224,2.4978948,2.358801,1.0,1.6327035,2.497242,3.0651891
659,drummer5,drummer5/session2,drummer5/session2/4,reggae,drummer5/session2/4_reggae_141_beat_4-4.mid,drummer5/session2/4_reggae_141_beat_4-4.wav,141,test,2.4341826,3.4575908,3.1779883,2.9235587,2.703069,3.561136,3.5573251,2.9373283,2.2982469,3.180822,3.2082846,2.8411968,2.456643,3.3905785,1.3152527,1.0
660,drummer5,drummer5/session2,drummer5/session2/5,reggae,drummer5/session2/5_reggae_126_beat_4-4.mid,drummer5/session2/5_reggae_126_beat_4-4.wav,126,train,2.5421872,3.3125882,3.1111178,3.367756,3.0274637,3.5034094,1.0,2.2047231,3.0471134,3.6202457,2.811355,3.3110867,1.1543065,2.3219733,2.6944273,3.367911
661,drummer5,drummer5/session2,drummer5/session2/6,neworleans/secondline,drummer5/session2/6_neworleans-secondline_99_beat_4-4.mid,drummer5/session2/6_neworleans-secondline_99_beat_4-4.wav,99,train,1.6521174,1.7856953,1.8868566,1.4159952,2.1876318,1.5584567,1.233917,2.1410604,2.1610115,1.0,1.7635782,1.7142482,1.3541329,1.7386261,1.8841428,1.1519645
662,drummer5,drummer5/session2,drummer5/session2/7,neworleans/secondline,drummer5/session2/7_neworleans-secondline_124_beat_4-4.mid,drummer5/session2/7_neworleans-secondline_124_beat_4-4.wav,124,train,1.5072683,3.156651,4.6231055,5.6888313,4.249245,5.8789573,1.3104115,1.585621,2.603626,3.6793704,3.5938823,4.6627526,1.0,2.0003545,2.9330025,3.734801
663,drummer5,drummer5/session2,drummer5/session2/8,neworleans/chacha,drummer5/session2/8_neworleans-chacha_124_beat_4-4.mid,drummer5/session2/8_neworleans-chacha_124_beat_4-4.wav,124,train,2.4061003,3.7917068,5.3986063,6.2445774,4.7159963,6.013221,6.427151,6.459525,1.6513857,1.6089429,2.707869,4.1041937,2.7427475,1.0,2.004999,2.7653513
664,drummer5,drummer5/session2,drummer5/session2/9,neworleans/shuffle,drummer5/session2/9_neworleans-shuffle_104_beat_4-4.mid,drummer5/session2/9_neworleans-shuffle_104_beat_4-4.wav,104,train,1.6758056,1.7671665,1.4139603,1.80324,2.285042,1.9126147,1.0,1.571127,1.8335371,1.7548084,1.122371,1.5933839,2.0737984,1.9249556,1.0482082,1.5906596
665,drummer6,drummer6/session1,drummer6/session1/1,rock,drummer6/session1/1_rock_70_beat_6-8.mid,drummer6/session1/1_rock_70_beat_6-8.wav,70,train,1.9810027,2.653772,1.5438303,1.423707,1.9545933,1.6817478,1.3940754,1.0781828,1.0,1.9197026,1.7675588,1.6248977,1.8741053,2.5202546,2.3418474,1.3010412
666,drummer6,drummer6/session1,drummer6/session1/2,rock,drummer6/session1/2_rock_70_beat_6-8.mid,drummer6/session1/2_rock_70_beat_6-8.wav,70,train,3.3390443,4.1273766,2.031041,1.7705615,2.322463,3.298125,1.4774904,3.246271,2.1646585,1.0,1.9870123,2.0088928,2.219913,3.1859233,2.7098799,1.1890477
667,drummer6,drummer6/session1,drummer6/session1/3,rock,drummer6/session1/3_rock_80_beat_6-8.mid,drummer6/session1/3_rock_80_beat_6-8.wav,80,train,2.5753622,2.087501,3.0904021,2.964462,1.0,2.5686514,2.8363793,1.9494054,2.7743087,3.0786848,1.0861214,2.561452,2.7467687,1.8663609,2.5080667,3.033215
668,drummer6,drummer6/session1,drummer6/session1/4,rock,drummer6/session1/4_rock_80_beat_6-8.mid,drummer6/session1/4_rock_80_beat_6-8.wav,80,validation,1.1483549,2.1156447,1.45667,1.5822588,2.1769786,2.3550975,1.0,2.3401005,1.7097627,1.2460057,2.4629567,1.9954015,1.4027464,2.0129583,1.8025359,1.1877365
669,drummer6,drummer6/session1,drummer6/session1/5,rock,drummer6/session1/5_rock_60_beat_6-8.mid,drummer6/session1/5_rock_60_beat_6-8.wav,60,train,1.0,1.3201143,2.3794274,1.836577,1.5672072,1.8583351,1.3041775,1.6459047,1.8932346,1.903763,2.1611705,2.5233257,1.9255445,1.7498469,2.593351,2.7650054
670,drummer6,drummer6/session2,drummer6/session2/1,rock,drummer6/session2/1_rock_95_beat_4-4.mid,drummer6/session2/1_rock_95_beat_4-4.wav,95,train,1.8463326,1.8463326,1.8463326,1.8463326,1.8463326,1.8463326,1.8463326,1.8463326,1.8463326,1.8463326,1.8463326,1.8463326,1.8463326,1.8463326,1.0,1.0280955
671,drummer6,drummer6/session2,drummer6/session2/2,rock,drummer6/session2/2_rock_95_beat_4-4.mid,drummer6/session2/2_rock_95_beat_4-4.wav,95,train,1.0,1.7749918,2.1728916,2.4340384,1.4715179,1.921459,2.2600706,2.4288125,1.9062682,2.1354258,2.2877374,2.137984,1.3628147,2.009604,1.7615625,1.8692193
672,drummer6,drummer6/session2,drummer6/session2/3,rock,drummer6/session2/3_rock_88_beat_4-4.mid,drummer6/session2/3_rock_88_beat_4-4.wav,88,train,2.1467369,2.3128767,2.3145034,2.1335523,2.1650934,2.3129864,1.4663182,1.2790601,1.0,1.8406595,1.3517338,1.8875312,1.0620619,1.1236908,1.544157,1.6364336
673,drummer6,drummer6/session3,drummer6/session3/1,rock,drummer6/session3/1_rock_90_beat_4-4.mid,drummer6/session3/1_rock_90_beat_4-4.wav,90,validation,2.5584102,2.96776,2.3532226,1.4713384,1.0910951,1.6481318,2.5991895,2.55793,1.0679005,1.0,1.885125,2.2075045,1.8435022,2.0656095,2.6125813,2.826823
674,drummer6,drummer6/session3,drummer6/session3/2,rock,drummer6/session3/2_rock_100_beat_4-4.mid,drummer6/session3/2_rock_100_beat_4-4.wav,100,train,1.8605512,2.441878,1.947851,3.484238,1.0,2.0875323,2.5294235,1.92204,1.402218,2.4099872,2.2649884,1.7871041,2.1544924,1.2179537,1.8983656,1.9771998
675,drummer6,drummer6/session3,drummer6/session3/3,rock,drummer6/session3/3_rock_100_beat_4-4.mid,drummer6/session3/3_rock_100_beat_4-4.wav,100,train,3.5720248,3.7648618,3.7694001,3.6153197,2.902492,3.699948,3.768399,1.3054544,1.0298474,1.9965852,1.0817431,1.4692274,1.1129949,1.0,1.2158873,1.4086239
676,drummer6,drummer6/session3,drummer6/session3/4,rock,drummer6/session3/4_rock_127_beat_4-4.mid,drummer6/session3/4_rock_127_beat_4-4.wav,127,validation,11.521863,11.521863,11.521863,11.521863,11.521863,11.521863,11.521863,11.521863,11.521863,11.521863,5.4122653,8.017469,1.0,3.5115113,1.9895464,3.3602076
677,drummer6,drummer6/session3,drummer6/session3/5,rock,drummer6/session3/5_rock_180_beat_4-4.mid,drummer6/session3/5_rock_180_beat_4-4.wav,180,validation,2.8896632,3.9807084,4.867912,2.5179758,2.0099058,2.6425915,3.4186378,2.631361,1.9327703,2.5519028,3.2831624,1.2923602,1.099735,1.3672261,1.0,1.4793105
678,drummer6,drummer6/session3,drummer6/session3/6,rock,drummer6/session3/6_rock_88_beat_4-4.mid,drummer6/session3/6_rock_88_beat_4-4.wav,88,train,2.0337634,2.0680048,2.0680652,1.6997669,1.8388002,2.060115,2.0681531,1.7950394,1.8016675,2.059349,2.0681868,2.0434742,1.4660562,2.0147443,1.0153356,1.0
679,drummer6,drummer6/session3,drummer6/session3/7,rock,drummer6/session3/7_rock_88_beat_4-4.mid,drummer6/session3/7_rock_88_beat_4-4.wav,88,train,2.3287516,3.4890356,4.3946967,1.0,3.0834758,3.8832452,3.2902606,3.8392582,3.3755555,3.5030236,3.6931632,1.6390058,2.551391,3.5452871,3.6238892,3.3106048
680,drummer7,drummer7/eval_session,drummer7/eval_session/1,funk/groove1,drummer7/eval_session/1_funk-groove1_138_beat_4-4.mid,drummer7/eval_session/1_funk-groove1_138_beat_4-4.wav,138,test,1.1240205,2.4357805,3.2660077,2.5022345,3.0155423,3.1645188,3.1264641,2.804795,1.0,2.3647509,3.1940439,3.1976168,2.429591,3.1051698,2.7691717,3.335105
681,drummer7,drummer7/eval_session,drummer7/eval_session/10,soul/groove10,drummer7/eval_session/10_soul-groove10_102_beat_4-4.mid,drummer7/eval_session/10_soul-groove10_102_beat_4-4.wav,102,test,5.023994,5.9987335,1.0,2.9987257,2.8466692,5.0390973,4.6551876,5.0014944,3.6072793,4.9757195,2.5380843,2.1729534,3.3361824,4.625285,4.8898716,2.862592
682,drummer7,drummer7/eval_session,drummer7/eval_session/2,funk/groove2,drummer7/eval_session/2_funk-groove2_105_beat_4-4.mid,drummer7/eval_session/2_funk-groove2_105_beat_4-4.wav,105,test,1.8637931,2.2818274,2.1567886,1.6219487,1.0027492,1.6177143,2.0054924,1.838265,1.9998072,1.5865833,1.3731569,1.1369112,1.0,1.6076618,2.2989233,2.27474
683,drummer7,drummer7/eval_session,drummer7/eval_session/3,soul/groove3,drummer7/eval_session/3_soul-groove3_86_beat_4-4.mid,drummer7/eval_session/3_soul-groove3_86_beat_4-4.wav,86,test,4.161787,3.2709105,1.0,2.598428,3.8986166,1.9050496,2.2858472,3.4914753,2.9327705,3.53852,1.340971,2.518863,3.7426658,3.3755462,2.4849436,3.9079533
684,drummer7,drummer7/eval_session,drummer7/eval_session/4,soul/groove4,drummer7/eval_session/4_soul-groove4_80_beat_4-4.mid,drummer7/eval_session/4_soul-groove4_80_beat_4-4.wav,80,test,2.9029248,3.655963,1.0,2.475317,2.888274,3.2037535,2.728328,3.0685973,2.1846857,3.6211858,1.1052865,2.3639934,2.815518,3.2806137,2.2827365,3.302333
685,drummer7,drummer7/eval_session,drummer7/eval_session/5,funk/groove5,drummer7/eval_session/5_funk-groove5_84_beat_4-4.mid,drummer7/eval_session/5_funk-groove5_84_beat_4-4.wav,84,test,1.8932109,3.4946373,4.6307397,1.5426356,2.9849555,4.384039,1.3813897,2.4836884,3.5263398,2.4134183,1.6127079,2.822684,1.8411951,1.0351062,1.0,2.4576437
686,drummer7,drummer7/eval_session,drummer7/eval_session/6,hiphop/groove6,drummer7/eval_session/6_hiphop-groove6_87_beat_4-4.mid,drummer7/eval_session/6_hiphop-groove6_87_beat_4-4.wav,87,test,1.0,2.4002583,2.2077336,2.7595038,1.8523672,3.0763607,1.619102,3.1261785,1.1413445,2.0294662,1.8159885,2.7515764,1.7685283,2.9371986,2.21836,2.4483378
687,drummer7,drummer7/eval_session,drummer7/eval_session/7,pop/groove7,drummer7/eval_session/7_pop-groove7_138_beat_4-4.mid,drummer7/eval_session/7_pop-groove7_138_beat_4-4.wav,138,test,1.0,2.5890174,4.0297413,5.5388174,2.8586576,4.7742333,5.6183305,6.6909423,2.0748262,1.7263688,2.5824962,4.5452604,3.58166,4.001561,5.0259833,6.213819
688,drummer7,drummer7/eval_session,drummer7/eval_session/8,rock/groove8,drummer7/eval_session/8_rock-groove8_65_beat_4-4.mid,drummer7/eval_session/8_rock-groove8_65_beat_4-4.wav,65,test,2.2780707,3.0984852,1.0,2.110793,2.10306,2.844201,2.7587602,3.405739,2.1572275,3.2592666,1.1425896,2.7423482,2.0668364,3.4979718,2.610217,3.3576427
689,drummer7,drummer7/eval_session,drummer7/eval_session/9,soul/groove9,drummer7/eval_session/9_soul-groove9_105_beat_4-4.mid,drummer7/eval_session/9_soul-groove9_105_beat_4-4.wav,105,test,3.8737798,4.192527,1.0,2.2962453,2.7306738,4.1968894,2.2920082,3.6890874,2.4339066,3.637801,1.2324157,1.792558,2.817604,3.2065632,1.9165068,2.96581
690,drummer7,drummer7/session1,drummer7/session1/1,rock,drummer7/session1/1_rock_86_beat_4-4.mid,drummer7/session1/1_rock_86_beat_4-4.wav,86,train,2.8127697,2.8138187,2.8201067,2.8281434,2.8355763,2.8366704,2.840692,2.6428025,1.9510884,2.3561974,1.9748964,2.2597418,1.0,1.7899052,2.0232775,2.3369498
691,drummer7,drummer7/session1,drummer7/session1/10,rock,drummer7/session1/10_rock_93_beat_4-4.mid,drummer7/session1/10_rock_93_beat_4-4.wav,93,train,1.2229149,2.0384035,1.8065777,2.5430887,1.1291949,1.2955561,1.587692,2.2833188,1.6608673,1.6601533,1.703818,2.2731583,1.6531994,1.0,1.600611,1.9970927
692,drummer7,drummer7/session1,drummer7/session1/11,rock,drummer7/session1/11_rock_93_beat_4-4.mid,drummer7/session1/11_rock_93_beat_4-4.wav,93,train,1.0752344,1.7250363,2.4022064,3.00832,2.067046,2.2008498,2.2327762,2.6383832,2.5634658,1.0,1.9853323,2.7226722,3.1214259,1.385073,2.193435,3.0577753
693,drummer7,drummer7/session1,drummer7/session1/12,funk,drummer7/session1/12_funk_102_beat_4-4.mid,drummer7/session1/12_funk_102_beat_4-4.wav,102,train,3.2675319,3.2675319,3.2675319,3.2675319,1.4128714,1.0,1.2692099,1.2842574,1.7626139,1.4225502,1.5375143,1.7646685,1.4334656,1.1535002,1.9141372,2.232385
694,drummer7,drummer7/session1,drummer7/session1/13,funk,drummer7/session1/13_funk_102_beat_4-4.mid,drummer7/session1/13_funk_102_beat_4-4.wav,102,validation,3.1639154,3.5730255,3.6516175,3.6571534,3.6573699,3.657125,3.6575558,3.657609,3.6575344,3.6571915,3.6575885,3.6577375,2.7223294,1.0,1.0778482,1.3891246
695,drummer7,drummer7/session1,drummer7/session1/14,jazz,drummer7/session1/14_jazz_100_beat_4-4.mid,drummer7/session1/14_jazz_100_beat_4-4.wav,100,validation,1.2960632,1.2960632,1.2960632,1.2918681,1.0,1.2723514,1.2929071,1.2932194,1.2748536,1.2844895,1.2879964,1.2893935,1.1779531,1.1139019,1.2505286,1.2637081
696,drummer7,drummer7/session1,drummer7/session1/15,jazz,drummer7/session1/15_jazz_112_beat_4-4.mid,drummer7/session1/15_jazz_112_beat_4-4.wav,112,train,1.683792,1.6867757,1.6886114,1.5015459,1.0,1.3853962,1.5131593,1.5546333,1.3037462,1.4233781,1.4750735,1.5049772,1.0170624,1.0715268,1.2610998,1.1466683
697,drummer7,drummer7/session1,drummer7/session1/16,hiphop,drummer7/session1/16_hiphop_100_beat_4-4.mid,drummer7/session1/16_hiphop_100_beat_4-4.wav,100,test,1.0465271,1.3695036,1.2560316,1.4937431,1.0,1.4395616,1.7620406,1.5593084,1.0260407,1.0451546,1.6190774,1.5795995,1.0314782,1.5125194,1.6410426,1.5911759
698,drummer7,drummer7/session1,drummer7/session1/17,hiphop,drummer7/session1/17_hiphop_100_beat_4-4.mid,drummer7/session1/17_hiphop_100_beat_4-4.wav,100,train,1.0568842,1.6038162,1.7288343,1.7363029,1.2466763,1.5911281,1.7280828,1.4992397,1.0017185,1.0,1.3081356,1.4630316,1.2110143,1.0646397,1.0321636,1.0029066
699,drummer7,drummer7/session1,drummer7/session1/18,hiphop,drummer7/session1/18_hiphop_100_beat_4-4.mid,drummer7/session1/18_hiphop_100_beat_4-4.wav,100,train,1.7743828,2.6164823,1.2707759,1.9671569,2.2822034,2.7791786,1.4158804,1.7533145,2.6172276,2.336725,1.6501242,1.0,1.7374793,2.0968304,1.3578835,1.8073896
704,drummer7,drummer7/session1,drummer7/session1/22,hiphop,drummer7/session1/22_hiphop_100_beat_4-4.mid,drummer7/session1/22_hiphop_100_beat_4-4.wav,100,train,1.2416114,1.9178687,1.678693,2.0325377,1.1831098,1.497505,1.8975832,1.744907,1.2382786,1.0,1.6647042,1.8393825,1.3025762,1.8377706,1.8858365,1.887708
721,drummer7,drummer7/session1,drummer7/session1/38,hiphop,drummer7/session1/38_hiphop_100_beat_4-4.mid,drummer7/session1/38_hiphop_100_beat_4-4.wav,100,train,2.0307844,2.0905416,2.0918324,2.0915668,2.0913372,1.7846171,1.1477219,1.0,1.2234315,1.7420311,2.0589082,2.083736,1.7024806,1.274036,1.9033625,2.07952
722,drummer7,drummer7/session1,drummer7/session1/39,hiphop,drummer7/session1/39_hiphop_100_beat_4-4.mid,drummer7/session1/39_hiphop_100_beat_4-4.wav,100,train,1.3136303,1.6863319,1.3525879,1.2751175,1.8071264,1.6268313,1.0722535,1.566669,1.8966686,1.9974455,1.2526417,1.0,1.2560405,1.3196682,1.6606386,1.9813006
724,drummer7,drummer7/session1,drummer7/session1/40,hiphop,drummer7/session1/40_hiphop_100_beat_4-4.mid,drummer7/session1/40_hiphop_100_beat_4-4.wav,100,train,1.0,2.0573804,2.0466356,2.784298,2.4844904,2.3484771,3.5022054,2.7547684,2.237478,3.460071,2.776802,3.4513204,2.1131036,1.5674025,2.39738,2.3175664
727,drummer7,drummer7/session1,drummer7/session1/7,rock,drummer7/session1/7_rock_93_beat_4-4.mid,drummer7/session1/7_rock_93_beat_4-4.wav,93,train,1.0312449,1.4361011,1.4999424,1.2179564,1.0,1.4235587,1.5417582,1.5134217,1.229052,1.4292485,1.5434047,1.4894358,1.2702106,1.1072239,1.4978775,1.5351747
728,drummer7,drummer7/session1,drummer7/session1/8,rock,drummer7/session1/8_rock_93_beat_4-4.mid,drummer7/session1/8_rock_93_beat_4-4.wav,93,train,1.0,1.7363422,2.0264945,1.2543343,1.3413913,1.8831089,2.1063352,1.7167844,1.2964865,1.4246062,1.9498243,2.0489573,2.0034735,1.0967698,1.8172354,2.0208502
729,drummer7,drummer7/session1,drummer7/session1/9,rock,drummer7/session1/9_rock_93_beat_4-4.mid,drummer7/session1/9_rock_93_beat_4-4.wav,93,train,2.6883583,2.6883583,2.6883583,2.6883583,2.6883583,2.6883583,2.6883583,2.6883583,1.0805179,1.8093596,2.4790502,1.308373,1.0,1.6531334,1.719077,1.8880298
730,drummer7,drummer7/session2,drummer7/session2/1,rock,drummer7/session2/1_rock_120_beat_4-4.mid,drummer7/session2/1_rock_120_beat_4-4.wav,120,train,2.6361353,3.5757194,1.0,1.897601,2.818501,3.3706872,2.1773288,2.374788,2.4626255,3.291501,2.1406171,1.1346368,2.1148753,2.9708238,2.9511595,1.4246899
732,drummer7,drummer7/session2,drummer7/session2/100,pop,drummer7/session2/100_pop_142_beat_4-4.mid,drummer7/session2/100_pop_142_beat_4-4.wav,142,validation,1.0815238,1.434577,1.8681252,2.1477034,2.161019,2.8871253,3.244661,2.0900607,1.2076123,1.1259371,1.7253672,1.8714314,1.0,1.1969515,1.1658683,1.023233
733,drummer7,drummer7/session2,drummer7/session2/101,pop,drummer7/session2/101_pop_142_beat_4-4.mid,drummer7/session2/101_pop_142_beat_4-4.wav,142,train,1.2897891,1.336285,1.3410939,1.0530797,1.1576688,1.3187097,1.3404422,1.2165239,1.0344217,1.3002516,1.3387092,1.1915911,1.0,1.286431,1.3371046,1.1926843
734,drummer7,drummer7/session2,drummer7/session2/102,pop,drummer7/session2/102_pop_132_beat_4-4.mid,drummer7/session2/102_pop_132_beat_4-4.wav,132,validation,2.4751713,1.0,1.1541811,2.34993,2.6579206,3.712449,1.2528607,2.796715,4.0305176,4.818838,2.1464353,1.503058,2.0265377,3.138141,2.8361785,2.4731042
735,drummer7,drummer7/session2,drummer7/session2/103,pop,drummer7/session2/103_pop_132_beat_4-4.mid,drummer7/session2/103_pop_132_beat_4-4.wav,132,train,3.259393,3.5299196,3.5561013,2.9139655,2.8840504,3.4617798,3.5505621,3.2608736,1.0075941,1.9024242,2.6061976,3.1861448,1.0314708,1.0,1.7252631,2.3593361
736,drummer7,drummer7/session2,drummer7/session2/104,pop,drummer7/session2/104_pop_132_beat_4-4.mid,drummer7/session2/104_pop_132_beat_4-4.wav,132,train,1.0,1.1141182,2.7015357,3.3813555,4.912638,2.3013132,2.7788355,3.3001666,3.8096268,2.2061687,2.5114582,3.8186214,4.5333705,3.9763627,3.6292853,4.606017
737,drummer7,drummer7/session2,drummer7/session2/105,pop,drummer7/session2/105_pop_132_beat_4-4.mid,drummer7/session2/105_pop_132_beat_4-4.wav,132,train,2.5529861,2.563593,2.5644062,2.4186397,1.0,1.7626548,2.2129877,2.4604957,1.2816385,1.6784838,2.2711203,2.534683,2.1509757,1.086113,1.8151069,2.3139951
738,drummer7,drummer7/session2,drummer7/session2/106,soul/motown,drummer7/session2/106_soul-motown_104_beat_4-4.mid,drummer7/session2/106_soul-motown_104_beat_4-4.wav,104,train,1.0,1.5446762,1.4544477,1.6705517,1.5867766,1.7729325,1.8128031,1.8991619,1.2975405,1.5405529,1.2853186,1.4745395,1.4125396,1.6528167,1.6817755,1.7889489
740,drummer7,drummer7/session2,drummer7/session2/108,soul/motown,drummer7/session2/108_soul-motown_104_beat_4-4.mid,drummer7/session2/108_soul-motown_104_beat_4-4.wav,104,train,5.1219463,4.521371,2.6145854,3.3109815,3.9150908,3.4573407,1.9454069,3.0170362,2.5604873,3.6060746,2.815987,1.8787106,1.0,2.0712662,2.760188,3.7116263
